 CNTY , CONAME ,TOTPOP,POPRANK,POPSQMI,POPANGNO,POPANGPC,POPBLNO,POPBLPCT,POPHISNO,POPHISPC,POPOTHNO,POPOTHPC,POP04TOT,POP04F,POP04M,POP04PCT,POP514TO,POP514F,POP514M,POP514PC,POP1544T,POP1544F,POP1544M,POP1544PC,POP4564T,POP4564F,POP4564M,POP4564PC,POP65T,POP65F,POP65M,POP65PC,POPTFNO,POPTMNO,POPTFMPC,POPTMPC, UNEMPRT , TANFRECP ,FSPARTIC, PCPI , MCELIG , LIVEBIR ,ADBIRNO, ADBIRPCT ,UNWEDNO, UNWEDPCT , LBWNO , LBWPCT ,PRNTNO, PREPCT ,FERTILRT,TBNO,TBRATE,SYPHNO, SYPHRATE ,GONNO, GONRATE ,CHLAMNO,CHLAMRTE,PERTNO, PERTRATE ,VARICNO, VARICRTE ,AIDSNO, AIDSRATE , ALLDEANO ,ALLDEART,CDDEANO,CDDEART,HRTDEANO,HRTDEART,STRDEANO,STRDEART,CANDEANO, CANDEART ,LNGCANDN, LNGCANDR ,BRCANDN, BRCANDR ,COPDDN, COPDDR ,DIADEANO, DIADEART ,INFDEANO, INFDEART ,FTLDEANO,FTLDEART,ACCDEANO, ACCDEART ,MVDEANO, MVDEART ,HMIDEANO, HMIDEART ,SUIDEANO, SUIDEART , POVTOT ,PopUniv_Tot, POVPCT , POV017NO , PopUniv_LT18 , POV017PC , POVGT17N , PopUniv_18+ , POVGT17P , CHIP , Medbirth , Totbirth , MedbirthP , LaborForce , #UnEmp , UnEmp% ,PercapPop,PersInc, PercapInc ,AREA2,PreNatal,NOHILT65,NOHILT65POP,NOHILT65%,NOHI1864,NOHI1864POP,NOHILT18,NOHILT18POP,NOHILT18%,Alzheimer's,ALZDEART, FLUDEANO , FLUDEART , CLNDEANO , CLNDEART , PRSTDEANO , PRSTDEART , NEPHDEANO , NEPHDEART , LVRDEANO , LVVRDEART , SEPTDEANO , SEPTDEART ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 267 , Border Area (15) ,"2,322,456",15,66.9,"235,704",10.1%,"24,952",1.1%,"2,035,180",87.6%,"26,620",1.1%,"244,797","120,084","124,713",10.5%,"371,728","183,124","188,604",16.0%,"1,043,819","522,573","521,246",44.9%,"438,814","233,340","205,474",18.9%,"223,298","127,281","96,017",9.6%,"1,186,402","1,136,054",51.1%,48.9%,6.2%,"47,542","537,735","$21,593","773,528"," 50,634 ","3,375",6.7%,"21,074",41.6%,"4,071",8.0%,"26,485",62.9%,96.9,257,11.1,16,0.7,730,31.4,"7,476",321.9,39,1.7,"1,325",57.1,237,10.2,"12,248",673.2,#REF!,#REF!,"3,216",183.5,679,38.6,"2,481",135.5,495,27.3,188,18.3,464,26.9,575,32.0,264,5.2,249,4.9,649,30.7,309,13.7,93,3.8,138,6.6,"709,148","2,253,431",31.5%,"324,310","766,519",42.3%,"384,838","1,486,912",25.9%,"47,351","36,682","50,733",72.3%,"884,844","55,203",6.2%,"2,272,700","49,075,449,419","$21,593","34,717.1","42,133","681,300","2,064,329",33%,"538,451","1,291,216","142,849","773,113",18.5%,252,15.2,234,13.5,240,13.2,130,17.8,309,17.6,318,16.8,323,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 268 , NON Border (15) ,"21,581,924",239,95.0,"11,102,010",51.4%,"2,757,924",12.8%,"6,756,806",31.3%,"965,184",4.5%,"1,661,703","814,496","847,207",7.7%,"3,053,901","1,492,564","1,561,337",14.2%,"9,673,000","4,684,147","4,988,853",44.8%,"5,069,622","2,558,188","2,511,434",23.5%,"2,123,698","1,203,953","919,745",9.8%,"10,753,348","10,828,576",49.8%,50.2%,4.2%,"88,405","1,790,934","$38,715","3,659,412"," 356,819 ","16,488",4.6%,"145,633",40.8%,"30,170",8.5%,"204,799",62.0%,76.2,"1,237",5.8,"1,156",5.4,"31,031",143.8,"77,308",358.2,"1,012",4.7,"8,735",40.5,"2,620",12.2,"147,918",818.7,#REF!,#REF!,"36,037",204.7,"8,793",51.1,"32,524",177.6,"9,112",50.3,"2,444",23.5,"7,618",44.2,"4,530",24.9,"2,277",6.4,"1,972",5.5,"8,846",43.4,"3,438",16.0,"1,415",6.4,"2,332",10.9,"3,077,926","21,030,757",14.6%,"1,184,460","5,754,551",20.6%,"1,893,466","15,276,206",12.4%,"264,763","191,314","355,087",53.9%,"10,590,162","447,644",4.2%,"21,570,732","835,115,278,890","$38,715","227,081.5","330,581","5,083,826","19,440,354",26%,"3,953,780","13,494,430","1,130,046","5,945,924",19.0%,"4,553",27.8,"3,007",17.4,"3,151",17.2,"1,498",22.4,"2,981",17.0,"2,218",11.0,"2,525",14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 269 , Border Area (32) ,"2,462,832",32,37.2,"268,212",10.9%,"27,012",1.1%,"2,140,146",86.9%,"27,462",1.1%,"256,124","125,619","130,505",10.4%,"392,201","193,182","199,019",15.9%,"1,101,245","548,919","552,326",44.7%,"470,806","249,208","221,598",19.1%,"242,456","137,854","104,602",9.8%,"1,254,782","1,208,050",50.9%,49.1%,6.2%,"48,821","567,506","$21,647","820,165"," 52,904 ","3,616",6.8%,"22,385",42.3%,"4,299",8.1%,"27,814",62.8%,96.4,284,11.6,16,0.6,769,31.2,"7,945",322.6,41,1.7,"1,387",56.3,243,9.9,"13,449",683.0,#REF!,#REF!,"3,546",186.4,739,38.8,"2,726",137.7,536,27.3,205,18.6,509,27.1,633,32.5,281,5.3,257,4.8,721,31.9,343,14.3,103,4.0,151,6.8,"744,903","2,384,115",31.2%,"339,138","803,844",42.2%,"405,765","1,580,271",25.7%,"49,629","38,365","52,983",72.4%,"944,415","58,221",6.2%,"2,411,001","52,190,623,426","$21,647","66,259.9","44,284","710,942","2,177,601",33%,"562,156","1,367,761","148,786","809,840",18.4%,279,15.5,261,13.9,272,13.9,140,17.7,339,17.8,342,16.8,345,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 270 , NON Border (32) ,"21,441,548",222,109.7,"11,069,502",51.6%,"2,755,864",12.9%,"6,651,840",31.0%,"964,342",4.5%,"1,650,376","808,961","841,415",7.7%,"3,033,428","1,482,506","1,550,922",14.1%,"9,615,574","4,657,801","4,957,773",44.8%,"5,037,630","2,542,320","2,495,310",23.5%,"2,104,540","1,193,380","911,160",9.8%,"10,684,968","10,756,580",49.8%,50.2%,4.2%,"87,126","1,761,163","$38,820","3,612,775"," 354,549 ","16,247",4.6%,"144,322",40.7%,"29,942",8.4%,"203,470",62.0%,76.1,"1,210",5.7,"1,156",5.4,"30,992",144.5,"76,839",358.4,"1,010",4.7,"8,673",40.4,"2,614",12.3,"146,717",818.8,#REF!,#REF!,"35,707",204.6,"8,733",51.2,"32,279",177.7,"9,071",50.5,"2,427",23.5,"7,573",44.3,"4,472",24.8,"2,260",6.4,"1,964",5.5,"8,774",43.3,"3,404",16.0,"1,405",6.4,"2,319",10.9,"3,042,171","20,900,073",14.6%,"1,169,632","5,717,226",20.5%,"1,872,539","15,182,847",12.3%,"262,485","189,631","352,837",53.7%,"10,530,591","444,626",4.2%,"21,432,431","832,000,104,883","$38,820","195,538.7","328,430","5,054,184","19,327,082",26%,"3,930,075","13,417,885","1,124,109","5,909,197",19.0%,"4,526",27.9,"2,980",17.4,"3,119",17.2,"1,488",22.4,"2,951",17.0,"2,194",11.0,"2,503",14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 271 , Non-Metro Counties ,"3,018,885",177,15.6,"1,843,879",61.1%,"260,150",8.6%,"887,143",29.4%,"27,713",0.9%,"209,111","102,064","107,047",6.9%,"396,061","192,819","203,242",13.1%,"1,180,619","550,396","630,223",39.1%,"751,449","376,087","375,362",24.9%,"481,645","268,033","213,612",16.0%,"1,489,399","1,529,486",49.3%,50.7%,4.5%,"16,463","365,726","$27,828","685,632"," 43,479 ","2,771",6.4%,"19,312",44.4%,"3,732",8.6%,"24,327",60.0%,79.0,122,4.2,33,1.1,"2,485",82.3,"7,658",253.7,106,3.5,"1,294",42.9,136,4.6,"31,375",862.4,#REF!,#REF!,"8,396",225.7,"1,955",52.1,"6,699",181.8,"2,009",53.8,397,20.7,"1,779",47.3,973,26.5,297,6.8,211,4.8,"1,762",56.3,860,28.3,137,4.9,374,12.4,"528,304","2,811,860",18.8%,"199,348","723,498",27.6%,"328,956","2,088,362",15.8%,"40,731","27,348","43,749",62.5%,"1,372,485","62,403",4.5%,"2,965,909","82,534,786,101","$27,828","193,567.7","40,569","638,393","2,389,060",27%,"507,163","1,663,804","131,230","725,256",18.1%,"1,021",26.6,821,22.1,683,18.7,349,22.3,634,17.1,423,12.4,468,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 272 , Metro Counties ,"20,885,495",77,306.1,"9,493,835",45.5%,"2,522,726",12.1%,"7,904,843",37.8%,"964,091",4.6%,"1,697,389","832,516","864,873",8.1%,"3,029,568","1,482,869","1,546,699",14.5%,"9,536,200","4,656,324","4,879,876",45.7%,"4,756,987","2,415,441","2,341,546",22.8%,"1,865,351","1,063,201","802,150",8.9%,"10,450,351","10,435,144",50.0%,50.0%,4.4%,"119,484","1,962,943","$38,398","3,747,308"," 363,974 ","17,092",4.7%,"147,395",40.5%,"30,509",8.4%,"206,957",62.3%,78.2,"1,372",6.6,"1,139",5.5,"29,276",140.2,"77,126",369.3,945,4.5,"8,766",42.0,"2,721",13.1,"128,791",795.5,#REF!,#REF!,"30,857",197.9,"7,517",49.3,"28,306",172.1,"7,598",47.0,"2,235",23.5,"6,303",41.5,"4,132",25.4,"2,244",6.2,"2,010",5.5,"7,733",40.4,"2,887",14.0,"1,371",6.3,"2,096",10.3,"3,258,770","20,472,328",15.9%,"1,309,422","5,797,572",22.6%,"1,949,348","14,674,756",13.3%,"271,383","200,648","362,071",55.4%,"10,102,521","440,444",4.4%,"20,877,523","801,655,942,208","$38,398","68,230.9","332,145","5,126,733","19,115,623",27%,"3,985,068","13,121,842","1,141,665","5,993,781",19.0%,"3,784",26.6,"2,420",15.9,"2,708",16.5,"1,279",21.8,"2,656",17.1,"2,113",11.4,"2,380",15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 273 , HSR 01 ,"809,902",41,20.5,"484,697",59.8%,"46,538",5.7%,"262,498",32.4%,"16,169",2.0%,"62,043","30,349","31,694",7.7%,"111,479","54,462","57,017",13.8%,"350,291","168,505","181,786",43.3%,"184,079","93,060","91,019",22.7%,"102,010","58,555","43,455",12.6%,"404,931","404,971",50.0%,50.0%,3.6%,"3,731","85,230","$30,649","165,281"," 13,401 ",846,6.3%,"5,585",41.7%,"1,295",9.7%,"7,456",57.8%,79.5,14,1.8,15,1.9,"1,150",142.0,"3,166",390.9,44,5.4,948,117.1,16,2.0,"7,063",856.4,#REF!,#REF!,"1,651",199.1,414,49.8,"1,441",176.6,400,48.7,106,23.7,519,63.3,272,33.3,103,7.7,54,4.0,363,44.8,151,18.8,43,5.2,99,12.1,"132,090","766,715",17.2%,"49,403","208,845",23.7%,"82,687","557,870",14.8%,"8,287","7,946","13,425",59.2%,"412,375","14,978",3.6%,"800,280","24,528,162,158","$30,649","39,429.4","12,890","182,583","680,971",27%,"143,373","468,692","39,210","212,279",18.5%,211,25.0,143,17.2,138,16.9,61,18.7,143,17.3,105,13.2,125,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 274 ,HSR 2/3,"7,038,029",49,166.0,"3,954,852",56.2%,"898,829",12.8%,"1,821,848",25.9%,"362,500",5.2%,"551,395","270,394","281,001",7.8%,"1,024,351","501,762","522,589",14.6%,"3,216,266","1,560,593","1,655,673",45.7%,"1,629,911","820,678","809,233",23.2%,"616,106","351,851","264,255",8.8%,"3,505,278","3,532,751",49.8%,50.2%,4.3%,"23,948","470,352","$40,161","1,038,192"," 117,153 ","5,012",4.3%,"46,737",39.9%,"9,410",8.0%,"65,601",59.5%,75.1,404,5.8,270,3.8,"10,784",153.2,"24,130",342.9,391,5.6,"2,660",37.8,863,12.3,"44,339",821.6,#REF!,#REF!,"10,817",207.1,"2,749",54.4,"9,812",179.0,"2,810",52.4,731,22.8,"2,413",47.5,"1,279",23.3,794,6.8,681,5.8,"2,365",36.7,946,13.7,430,5.9,711,10.3,"892,535","6,885,777",13.0%,"354,373","1,900,067",18.7%,"538,162","4,985,710",10.8%,"79,707","58,888","116,901",50.4%,"3,529,674","151,899",4.3%,"7,041,852","282,810,370,788","$40,161","42,400.1","110,191","1,659,146","6,456,034",26%,"1,256,944","4,478,862","402,202","1,977,172",20.3%,"1,515",31.7,927,18.3,954,17.4,430,22.6,870,16.8,567,9.0,667,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 275 ,HSR 4/5N,"1,453,363",35,57.2,"1,031,005",70.9%,"237,908",16.4%,"167,880",11.6%,"16,570",1.1%,"96,049","46,964","49,085",6.6%,"189,401","92,389","97,012",13.0%,"563,448","269,022","294,426",38.8%,"374,745","188,498","186,247",25.8%,"229,720","128,724","100,996",15.8%,"725,597","727,766",49.9%,50.1%,4.5%,"6,435","157,050","$30,006","304,458"," 20,545 ","1,096",5.3%,"9,203",44.8%,"1,761",8.6%,"10,665",56.0%,76.4,45,3.2,28,1.9,"2,080",143.1,"4,786",329.3,54,3.7,556,38.3,83,5.8,"15,534",900.8,#REF!,#REF!,"4,275",243.3,"1,011",56.9,"3,347",188.9,"1,099",61.3,214,23.0,922,51.8,392,22.3,140,6.8,107,5.2,923,62.3,462,31.8,91,6.6,185,12.6,"231,033","1,378,386",16.8%,"84,568","344,005",24.6%,"146,465","1,034,381",14.2%,"18,195","13,095","20,754",63.1%,"671,662","30,432",4.5%,"1,440,284","43,217,538,033","$30,006","25,427.9","19,049","292,854","1,180,377",25%,"231,768","832,814","61,086","347,563",17.6%,461,25.9,329,19.0,311,17.6,167,22.9,299,17.0,170,9.9,243,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 276 ,HSR 6/5S,"6,120,752",16,423.1,"2,627,190",42.9%,"1,077,482",17.6%,"2,027,183",33.1%,"388,897",6.4%,"486,459","238,608","247,851",7.9%,"886,927","433,160","453,767",14.5%,"2,782,028","1,354,371","1,427,657",45.5%,"1,455,110","731,061","724,049",23.8%,"510,228","287,983","222,245",8.3%,"3,045,183","3,075,569",49.8%,50.2%,4.4%,"23,903","458,801","$45,170","1,015,928"," 104,294 ","4,405",4.2%,"42,912",41.1%,"9,079",8.7%,"57,483",60.7%,77.0,509,8.4,554,9.1,"8,572",140.0,"18,746",306.3,92,1.5,"1,528",25.0,"1,109",18.2,"36,819",822.6,#REF!,#REF!,"8,741",206.8,"2,148",52.5,"8,296",179.7,"2,292",50.4,719,26.7,"1,594",38.8,"1,049",23.0,611,5.9,613,5.8,"2,546",45.9,912,15.0,528,8.3,636,10.6,"883,483","6,018,511",14.7%,"350,373","1,690,251",20.7%,"533,110","4,328,260",12.3%,"87,403","56,559","103,977",54.4%,"2,966,075","129,776",4.4%,"6,111,655","276,063,003,241","$45,170","14,466.9","94,687","1,614,300","5,634,951",29%,"1,263,597","3,895,053","350,703","1,739,898",20.2%,977,26.9,665,16.2,811,17.7,370,23.9,792,18.7,591,10.8,801,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 277 ,HSR 7,"2,724,984",30,106.4,"1,608,723",59.0%,"302,909",11.1%,"705,952",25.9%,"107,400",3.9%,"201,204","98,596","102,608",7.4%,"358,928","174,563","184,365",13.2%,"1,300,106","617,633","682,473",47.7%,"608,370","305,307","303,063",22.3%,"256,376","144,125","112,251",9.4%,"1,340,224","1,384,760",49.2%,50.8%,3.9%,"7,342","207,787","$34,372","401,717"," 45,261 ","1,827",4.0%,"16,250",35.9%,"3,448",7.6%,"28,013",66.1%,73.3,109,4.0,108,4.0,"4,428",162.5,"12,529",459.8,273,10.0,"1,223",44.9,253,9.4,"17,329",780.7,#REF!,#REF!,"4,031",185.9,973,45.6,"3,923",176.8,"1,085",49.5,268,21.6,842,39.9,499,22.7,263,5.8,257,5.6,"1,092",43.2,445,16.6,101,3.5,313,11.4,"382,261","2,643,116",14.5%,"126,363","694,437",18.2%,"255,898","1,948,679",13.1%,"25,594","20,169","44,390",45.4%,"1,380,345","54,291",3.9%,"2,746,046","94,386,448,644","$34,372","25,602.4","42,408","611,604","2,475,491",25%,"488,874","1,745,491","122,730","730,000",16.8%,591,28.5,382,17.9,378,16.9,190,22.6,312,14.5,260,10.7,274,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 278 ,HSR 8,"2,435,634",28,76.8,"941,095",38.6%,"149,408",6.1%,"1,288,273",52.9%,"56,858",2.3%,"187,250","91,779","95,471",7.7%,"347,891","170,202","177,689",14.3%,"1,038,797","512,906","525,891",42.6%,"577,644","298,851","278,793",23.7%,"284,052","161,794","122,258",11.7%,"1,235,532","1,200,102",50.7%,49.3%,4.3%,"11,504","284,369","$32,786","505,292"," 39,922 ","2,214",5.5%,"17,008",42.6%,"3,609",9.0%,"25,758",71.5%,77.8,130,5.4,171,7.0,"2,816",115.6,"10,000",410.6,124,5.1,"1,270",52.1,252,10.4,"18,086",772.4,#REF!,#REF!,"4,417",189.6,"1,017",43.9,"3,927",167.2,924,39.5,280,21.2,803,35.0,719,30.7,238,6.0,189,4.7,"1,084",45.2,337,13.7,167,6.8,254,10.6,"389,943","2,380,586",16.4%,"156,497","661,231",23.7%,"233,446","1,719,355",13.6%,"31,972","23,768","39,518",60.1%,"1,131,670","48,378",4.3%,"2,433,250","79,775,558,709","$32,786","31,724.1","36,045","515,571","2,161,160",24%,"403,753","1,482,922","111,818","678,238",16.5%,508,22.2,304,13.1,380,16.1,184,20.3,386,16.6,349,14.5,297,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 279 ,HSR 9/10,"1,309,678",36,21.3,"377,786",28.8%,"45,068",3.4%,"865,538",66.1%,"21,286",1.6%,"116,872","57,219","59,653",8.9%,"186,188","91,528","94,660",14.2%,"570,862","279,920","290,942",43.6%,"288,209","150,370","137,839",22.0%,"147,547","84,918","62,629",11.3%,"663,955","645,723",50.7%,49.3%,4.7%,"17,513","211,390","$30,086","338,628"," 24,195 ","1,546",6.4%,"10,788",44.6%,"2,125",8.8%,"14,401",63.6%,86.4,56,4.3,15,1.1,970,74.1,"4,804",366.8,22,1.7,682,52.1,152,11.7,"9,088",763.3,#REF!,#REF!,"2,179",186.1,527,45.1,"1,886",157.4,436,36.3,141,21.2,534,45.5,311,26.2,135,5.6,100,4.1,514,40.7,220,16.8,45,3.4,124,9.9,"296,610","1,259,334",23.6%,"124,069","373,756",33.2%,"172,541","885,578",19.5%,"20,947","15,538","24,209",64.2%,"576,212","27,294",4.7%,"1,290,905","38,838,622,382","$30,086","61,455.5","22,656","347,699","1,134,992",31%,"275,023","755,853","72,676","379,139",19.2%,284,25.0,219,18.9,211,17.8,120,25.5,187,15.9,219,18.0,142,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 280 ,HSR 11,"2,012,038",19,94.5,"312,366",15.5%,"24,734",1.2%,"1,652,814",82.1%,"22,124",1.1%,"205,228","100,671","104,557",10.2%,"320,464","157,622","162,842",15.9%,"895,021","443,770","451,251",44.5%,"390,368","203,703","186,665",19.4%,"200,957","113,284","87,673",10.0%,"1,019,050","992,988",50.6%,49.4%,5.7%,"41,571","453,690","$22,520","663,444"," 42,682 ","2,917",6.8%,"18,224",42.7%,"3,514",8.2%,"21,907",63.0%,96.2,227,11.3,11,0.5,961,47.8,"6,623",329.2,51,2.5,"1,193",59.3,129,6.4,"11,908",726.3,#REF!,#REF!,"3,142",197.5,633,39.9,"2,373",143.9,561,34.4,173,19.2,455,28.9,584,35.9,257,6.0,220,5.1,608,32.8,274,14.1,103,5.1,148,8.0,"579,119","1,951,763",29.7%,"263,124","648,478",40.6%,"315,995","1,303,285",24.2%,"40,009","32,033","42,646",75.1%,"806,993","45,799",5.7%,"1,979,160","44,571,024,354","$22,520","21,292.3","34,788","541,369","1,780,707",30%,"428,899","1,125,959","112,470","654,748",17.2%,258,17.1,272,17.3,208,12.6,106,15.8,301,19.0,275,16.3,299,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 281 , Border Area (43) ,"4,674,497",43,60.3,"1,017,466",21.8%,"169,493",3.6%,"3,402,020",72.8%,"85,518",1.8%,"431,725","211,722","220,003",9.2%,"709,148","348,205","360,943",15.2%,"2,069,702","1,027,696","1,042,006",44.3%,"979,409","512,980","466,429",21.0%,"484,513","277,416","207,097",10.4%,"2,378,019","2,296,478",50.9%,49.1%,5.1%,"61,203","840,198","$27,332","1,297,141"," 90,077 ","5,643",6.3%,"38,501",42.7%,"7,811",8.7%,"51,397",66.1%,87.6,381,8.2,175,3.7,"3,887",83.2,"18,419",394.0,99,2.1,"2,506",53.6,502,10.8,"29,516",736.9,#REF!,#REF!,"7,323",187.0,"1,625",41.6,"6,160",153.5,"1,331",33.4,453,20.1,"1,244",32.1,"1,334",33.5,501,5.6,450,5.0,"1,670",38.4,614,13.4,274,5.7,393,8.9,"1,114,659","4,559,306",24.4%,"486,393","1,412,089",34.4%,"628,266","3,147,217",20.0%,"79,909","61,066","89,886",67.9%,"1,983,225","101,982",5.1%,"4,632,130","126,603,116,505","$27,332","77,514.4","77,780","1,171,502","4,159,866",28%,"926,276","2,727,423","245,226","1,432,443",17.1%,736,19.5,530,13.6,590,14.7,318,20.4,691,17.6,689,16.7,612,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 282 , NON Border (43) ,"19,229,883",211,104.3,"10,320,248",53.7%,"2,613,383",13.6%,"5,389,966",28.0%,"906,286",4.7%,"1,474,775","722,858","751,917",7.7%,"2,716,481","1,327,483","1,388,998",14.1%,"8,647,117","4,179,024","4,468,093",45.0%,"4,529,027","2,278,548","2,250,479",23.6%,"1,862,483","1,053,818","808,665",9.7%,"9,561,731","9,668,152",49.7%,50.3%,4.2%,"74,744","1,488,471","$39,434","3,135,799"," 317,376 ","14,220",4.5%,"128,206",40.4%,"26,430",8.3%,"179,887",61.0%,75.9,"1,113",5.8,997,5.2,"27,874",145.0,"66,365",345.1,952,5.0,"7,554",39.3,"2,355",12.3,"130,650",823.0,#REF!,#REF!,"31,930",206.8,"7,847",52.1,"28,845",178.9,"8,276",51.9,"2,179",23.7,"6,838",45.2,"3,771",23.5,"2,040",6.4,"1,771",5.5,"7,825",43.1,"3,133",16.4,"1,234",6.2,"2,077",10.9,"2,672,415","18,724,882",14.3%,"1,022,377","5,108,981",20.0%,"1,650,038","13,615,901",12.1%,"232,205","166,930","315,934",52.8%,"9,491,781","400,865",4.2%,"19,211,302","757,587,611,804","$39,434","184,284.2","294,934","4,593,624","17,344,817",26%,"3,565,955","12,058,223","1,027,669","5,286,594",19.4%,"4,069",28.5,"2,711",18.0,"2,801",17.4,"1,310",22.3,"2,599",16.9,"1,847",10.3,"2,236",14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 283 , TxLa Border Area ,"835,092",18,73.0,"578,254",69.2%,"150,149",18.0%,"96,213",11.5%,"10,476",1.3%,"56,989","27,879","29,110",6.8%,"111,080","54,225","56,855",13.3%,"323,551","158,512","165,039",38.7%,"214,704","109,293","105,411",25.7%,"128,768","73,376","55,392",15.4%,"423,285","411,807",50.7%,49.3%,4.3%,"3,520","85,204","$31,642","172,722"," 12,239 ",635,5.2%,"5,406",44.2%,"1,074",8.8%,"6,236",55.5%,77.2,34,4.1,16,1.9,"1,452",173.9,"3,243",388.3,22,2.6,310,37.1,46,5.5,"8,673",875.7,#REF!,#REF!,"2,399",237.4,507,49.4,"1,902",189.3,616,61.0,128,23.3,519,51.2,233,23.5,77,6.3,64,5.2,497,58.1,247,29.7,46,5.8,95,11.3,"125,446","802,320",15.6%,"45,646","202,071",22.6%,"79,800","600,249",13.3%,"10,959","8,026","12,386",64.8%,"407,266","17,608",4.3%,"827,637","26,188,322,655","$31,642","11,444.6","11,231","169,602","694,042",24%,"133,118","489,064","36,484","204,978",17.8%,270,26.1,175,17.2,177,17.4,88,21.7,160,16.0,88,9.2,121,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
