 CNTY , CONAME ,TOTPOP,POPRANK,POPSQMI,POPANGNO,POPANGPC,POPBLNO,POPBLPCT,POPHISNO,POPHISPC,POPOTHNO,POPOTHPC,POP04TOT,POP04F,POP04M,POP04PCT,POP514TO,POP514F,POP514M,POP514PC,POP1544T,POP1544F,POP1544M,POP1544PC,POP4564T,POP4564F,POP4564M,POP4564PC,POP65T,POP65F,POP65M,POP65PC,POPTFNO,POPTMNO,POPTFMPC,POPTMPC, UNEMPRT , TANFRECP ,FSPARTIC, PCPI , MCELIG , LIVEBIR ,ADBIRNO, ADBIRPCT ,UNWEDNO, UNWEDPCT , LBWNO , LBWPCT ,PRNTNO, PREPCT ,FERTILRT,TBNO,TBRATE,SYPHNO, SYPHRATE ,GONNO, GONRATE ,CHLAMNO,CHLAMRTE,PERTNO, PERTRATE ,VARICNO, VARICRTE ,AIDSNO, AIDSRATE , ALLDEANO ,ALLDEART,CDDEANO,CDDEART,HRTDEANO,HRTDEART,STRDEANO,STRDEART,CANDEANO, CANDEART ,LNGCANDN, LNGCANDR ,BRCANDN, BRCANDR ,COPDDN, COPDDR ,DIADEANO, DIADEART ,INFDEANO, INFDEART ,FTLDEANO,FTLDEART,ACCDEANO, ACCDEART ,MVDEANO, MVDEART ,HMIDEANO, HMIDEART ,SUIDEANO, SUIDEART , POVTOT ,PopUniv_Tot, POVPCT , POV017NO , PopUniv_LT18 , POV017PC , POVGT17N , PopUniv_18+ , POVGT17P , CHIP , Medbirth , Totbirth , MedbirthP , LaborForce , #UnEmp , UnEmp% ,PercapPop,PersInc, PercapInc ,AREA2,PreNatal,NOHILT65,NOHILT65POP,NOHILT65%,NOHI1864,NOHI1864POP,NOHILT18,NOHILT18POP,NOHILT18%,Alzheimer's,ALZDEART, FLUDEANO , FLUDEART , CLNDEANO , CLNDEART , PRSTDEANO , PRSTDEART , NEPHDEANO , NEPHDEART , LVRDEANO , LVVRDEART , SEPTDEANO , SEPTDEART ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 175 , Navarro County ,"48,715",62,48.3,"29,827",61.2%,"7,915",16.2%,"10,393",21.3%,580,1.2%,"3,592","1,753","1,839",7.4%,"7,169","3,419","3,750",14.7%,"19,938","9,560","10,378",40.9%,"11,430","5,740","5,690",23.5%,"6,586","3,810","2,776",13.5%,"24,282","24,433",49.8%,50.2%,5.6%,293,"5,891","$23,695","10,880", 742 ,45,6.1%,339,45.7%,53,7.1%,335,45.1%,77.6,1,2.1,2,4.1,103,211.4,167,342.8,0,---,1,2.1,7,14.4,524,985.6,#REF!,#REF!,113,210.6,29,54.2,122,227.4,45,84.6,5,---,34,64.0,20,---,9,---,1,---,26,51.0,11,---,1,---,7,---,"8,570","47,877",17.9%,"3,146","12,386",25.4%,"5,424","35,491",15.3%,387,484,683,70.9%,"21,134","1,179",5.6%,"48,914","1,159,017,230","$23,695","1,007.7",742,"11,399","41,709",27%,"8,954","29,063","2,445","12,646",19.3%,39,71.3,8,---,17,---,3,---,4,---,8,---,4,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 176 , Newton County ,"14,338",142,15.4,"10,687",74.5%,"2,996",20.9%,525,3.7%,130,0.9%,761,368,393,5.3%,"1,904",915,989,13.3%,"5,646","2,630","3,016",39.4%,"3,858","1,976","1,882",26.9%,"2,169","1,159","1,010",15.1%,"7,048","7,290",49.2%,50.8%,7.2%,101,"2,626","$20,952","3,333", 129 ,8,6.2%,63,48.8%,9,7.0%,76,60.3%,49.0,0,---,0,---,15,104.6,44,306.9,0,---,0,---,0,---,166,1063.7,#REF!,#REF!,39,239.2,10,---,41,254.0,13,---,3,---,8,---,5,---,0,---,2,---,21,137.3,9,---,1,---,3,---,"3,079","13,445",22.9%,"1,031","3,143",32.8%,"2,048","10,302",19.9%,187,76,116,65.5%,"5,671",410,7.2%,"13,879","290,792,808","$20,952",932.7,126,"2,621","11,330",23%,"2,169","8,335",452,"2,995",15.1%,6,---,1,---,3,---,1,---,6,---,1,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 177 , Nolan County ,"15,038",139,16.5,"9,556",63.5%,782,5.2%,"4,631",30.8%,69,0.5%,"1,076",528,548,7.2%,"2,047","1,026","1,021",13.6%,"5,644","2,795","2,849",37.5%,"3,805","1,922","1,883",25.3%,"2,466","1,402","1,064",16.4%,"7,673","7,365",51.0%,49.0%,4.3%,144,"2,115","$24,937","3,761", 229 ,25,10.9%,120,52.4%,23,10.0%,143,57.4%,81.9,0,---,0,---,23,152.9,68,452.2,0,---,6,39.9,0,---,179,967.6,#REF!,#REF!,45,230.2,14,---,42,222.3,12,---,2,---,12,---,5,---,4,---,0,---,7,---,1,---,0,---,2,---,"3,345","14,356",23.3%,"1,331","3,858",34.5%,"2,014","10,498",19.2%,264,144,220,65.5%,"7,593",329,4.3%,"14,549","362,808,413","$24,937",912.0,249,"2,507","11,977",21%,"1,976","8,242",531,"3,735",14.2%,3,---,4,---,7,---,3,---,4,---,4,---,2,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 178 , Nueces County ,"318,651",14,381.3,"105,561",33.1%,"12,993",4.1%,"193,222",60.6%,"6,875",2.2%,"25,698","12,607","13,091",8.1%,"44,671","21,983","22,688",14.0%,"140,329","69,282","71,047",44.0%,"73,715","37,569","36,146",23.1%,"34,238","19,786","14,452",10.7%,"161,227","157,424",50.6%,49.4%,4.9%,"2,937","52,096","$31,984","74,202"," 4,961 ",279,5.6%,"2,203",44.4%,464,9.4%,"2,929",59.5%,71.6,34,10.7,7,2.2,436,136.8,"1,428",448.1,15,4.7,58,18.2,35,11.0,"2,477",872.0,#REF!,#REF!,475,168.5,155,55.9,552,193.4,141,50.2,40,24.7,118,42.5,144,50.5,32,6.5,31,6.2,162,53.6,54,17.2,24,7.6,28,9.1,"68,991","316,472",21.8%,"26,051","86,548",30.1%,"42,940","229,924",18.7%,"4,832","3,323","5,051",65.8%,"157,595","7,703",4.9%,"319,758","10,227,139,872","$31,984",835.8,"4,923","65,753","282,510",23%,"53,469","196,708","12,284","85,802",14.3%,98,37.0,50,17.8,37,12.8,34,31.3,53,19.2,45,14.9,37,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 179 , Ochiltree County ,"9,300",171,10.1,"5,627",60.5%,10,0.1%,"3,564",38.3%,99,1.1%,792,386,406,8.5%,"1,476",711,765,15.9%,"3,740","1,823","1,917",40.2%,"2,205","1,077","1,128",23.7%,"1,087",624,463,11.7%,"4,621","4,679",49.7%,50.3%,3.0%,58,696,"$34,964","1,664", 175 ,17,9.7%,73,41.7%,13,7.4%,92,46.9%,96.0,0,---,0,---,0,---,25,268.8,1,10.8,0,---,0,---,74,868.4,#REF!,#REF!,20,---,6,---,14,---,3,---,1,---,6,---,3,---,0,---,2,---,6,---,4,---,0,---,1,---,"1,165","9,472",12.3%,482,"2,802",17.2%,683,"6,670",10.2%,123,104,173,60.1%,"5,094",155,3.0%,"9,262","323,836,568","$34,964",917.6,196,"2,603","8,591",30%,"1,981","5,730",622,"2,861",21.7%,4,---,2,---,1,---,0,---,1,---,0,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 180 , Oldham County ,"2,200",235,1.5,"1,865",84.8%,51,2.3%,251,11.4%,33,1.5%,118,56,62,5.4%,275,131,144,12.5%,909,385,524,41.3%,577,313,264,26.2%,321,167,154,14.6%,"1,052","1,148",47.8%,52.2%,4.1%,0,88,"$23,216",582, 19 ,0,0.0%,5,26.3%,2,10.5%,12,60.0%,49.4,0,---,0,---,0,---,1,45.5,0,---,0,---,0,---,14,---,#REF!,#REF!,3,---,1,---,4,---,0,---,0,---,3,---,0,---,0,---,1,---,1,---,0,---,1,---,0,---,318,"2,013",15.8%,149,621,24.0%,169,"1,392",12.1%,34,7,17,41.2%,"1,020",42,4.1%,"2,088","48,475,008","$23,216","1,500.6",20,539,"1,860",29%,382,"1,184",157,676,23.2%,0,---,0,---,0,---,0,---,0,---,0,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 181 , Orange County ,"84,026",42,235.8,"70,673",84.1%,"7,803",9.3%,"3,994",4.8%,"1,556",1.9%,"5,233","2,563","2,670",6.2%,"12,106","5,929","6,177",14.4%,"32,906","16,360","16,546",39.2%,"22,209","11,215","10,994",26.4%,"11,572","6,556","5,016",13.8%,"42,623","41,403",50.7%,49.3%,5.9%,501,"10,751","$29,401","16,147"," 1,093 ",62,5.7%,473,43.3%,97,8.9%,731,64.7%,66.8,1,1.2,1,1.2,31,36.9,58,69.0,0,---,1,1.2,5,6.0,831,951.5,#REF!,#REF!,221,252.5,42,48.1,176,191.6,48,51.8,14,---,59,64.4,26,29.6,9,---,4,---,79,97.2,27,33.0,1,---,14,---,"13,160","83,291",15.8%,"4,858","20,585",23.6%,"8,302","62,706",13.2%,"1,119",363,"1,082",33.5%,"41,045","2,407",5.9%,"82,162","2,415,644,962","$29,401",356.4,"1,130","11,860","70,505",17%,"9,490","50,428","2,370","20,077",11.8%,29,36.3,16,---,19,---,8,---,14,---,7,---,9,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 182 , Palo Pinto County ,"28,038",95,29.4,"22,037",78.6%,719,2.6%,"4,953",17.7%,329,1.2%,"1,910",926,984,6.8%,"3,775","1,801","1,974",13.5%,"10,539","5,107","5,432",37.6%,"7,195","3,654","3,541",25.7%,"4,619","2,598","2,021",16.5%,"14,086","13,952",50.2%,49.8%,4.3%,177,"2,816","$28,339","6,160", 448 ,26,5.8%,199,44.4%,32,7.1%,276,64.2%,87.7,1,3.6,0,---,14,49.9,15,53.5,1,3.6,23,82.0,1,3.6,314,920.3,#REF!,#REF!,91,252.4,23,63.1,62,183.9,23,64.0,2,---,21,61.2,6,---,3,---,3,---,16,---,10,---,2,---,10,---,"4,553","27,428",16.6%,"1,629","6,759",24.1%,"2,924","20,669",14.1%,388,376,435,86.4%,"14,412",620,4.3%,"27,510","779,605,890","$28,339",952.9,430,"5,891","23,088",26%,"4,701","16,336","1,190","6,752",17.6%,6,---,6,---,4,---,2,---,5,---,4,---,4,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 183 , Panola County ,"23,225",106,29.0,"17,718",76.3%,"4,326",18.6%,"1,030",4.4%,151,0.7%,"1,469",718,751,6.3%,"2,998","1,454","1,544",12.9%,"8,460","4,249","4,211",36.4%,"6,477","3,309","3,168",27.9%,"3,821","2,192","1,629",16.5%,"11,922","11,303",51.3%,48.7%,4.3%,95,"2,484","$28,617","4,388", 306 ,18,5.9%,136,44.4%,22,7.2%,153,54.6%,72.0,2,8.6,0,---,26,111.9,72,310.0,0,---,6,25.8,1,4.3,278,964.5,#REF!,#REF!,61,204.4,15,---,70,231.5,27,88.3,3,---,14,---,12,---,3,---,4,---,13,---,9,---,1,---,2,---,"3,193","22,486",14.2%,"1,048","5,320",19.7%,"2,145","17,166",12.5%,242,170,297,57.2%,"12,015",522,4.3%,"23,073","660,280,041","$28,617",800.9,280,"4,474","19,316",23%,"3,608","13,944",866,"5,372",16.1%,8,---,4,---,3,---,7,---,2,---,4,---,4,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 184 , Parker County ,"106,811",36,118.2,"93,274",87.3%,"2,220",2.1%,"10,081",9.4%,"1,236",1.2%,"6,065","2,980","3,085",5.7%,"15,306","7,282","8,024",14.3%,"43,976","20,786","23,190",41.2%,"29,617","14,421","15,196",27.7%,"11,847","6,412","5,435",11.1%,"51,881","54,930",48.6%,51.4%,4.6%,230,"5,465","$32,897","11,514"," 1,328 ",46,3.5%,412,31.0%,100,7.5%,800,58.7%,63.9,6,5.6,1,0.9,20,18.7,118,110.5,5,4.7,45,42.1,8,7.5,799,834.6,#REF!,#REF!,184,197.1,51,56.7,213,213.5,52,52.3,11,---,52,53.9,14,---,10,---,9,---,61,58.9,31,29.1,2,---,15,---,"9,325","102,473",9.1%,"3,251","24,817",13.1%,"6,074","77,656",7.8%,941,509,"1,220",41.7%,"51,942","2,397",4.6%,"104,543","3,439,151,071","$32,897",903.5,"1,362","21,899","94,404",23%,"17,151","68,072","4,748","26,332",18.0%,21,25.0,12,---,25,24.6,15,---,11,---,8,---,13,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 185 , Parmer County ,"9,788",167,11.1,"4,374",44.7%,96,1.0%,"5,255",53.7%,63,0.6%,781,383,398,8.0%,"1,622",780,842,16.6%,"4,013","1,979","2,034",41.0%,"2,100","1,016","1,084",21.5%,"1,272",730,542,13.0%,"4,888","4,900",49.9%,50.1%,3.8%,3,656,"$24,416","1,990", 188 ,15,8.0%,77,41.0%,16,8.5%,63,53.8%,95.0,0,---,0,---,3,30.6,14,143.0,0,---,0,---,0,---,79,737.1,#REF!,#REF!,17,---,5,---,17,---,3,---,0,---,4,---,3,---,1,---,0,---,8,---,6,---,0,---,0,---,"1,534","9,528",16.1%,658,"3,075",21.4%,876,"6,453",13.6%,175,66,181,36.5%,"4,376",167,3.8%,"9,351","228,314,016","$24,416",881.7,117,"2,852","8,280",34%,"2,117","5,436",735,"2,844",25.8%,4,---,9,---,3,---,3,---,3,---,1,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 186 , Pecos County ,"16,422",132,3.4,"5,213",31.7%,643,3.9%,"10,445",63.6%,121,0.7%,"1,173",581,592,7.1%,"2,180","1,056","1,124",13.3%,"7,564","3,010","4,554",46.1%,"3,613","1,732","1,881",22.0%,"1,892","1,003",889,11.5%,"7,382","9,040",45.0%,55.0%,4.7%,92,"1,954","$17,937","3,385", 216 ,13,6.0%,120,55.6%,18,8.3%,108,44.8%,71.8,0,---,0,---,2,12.2,39,237.5,0,---,0,---,0,---,111,732.5,#REF!,#REF!,26,180.8,5,---,26,168.3,8,---,0,---,1,---,7,---,3,---,1,---,10,---,6,---,0,---,1,---,"3,100","13,964",22.2%,"1,126","3,923",28.7%,"1,974","10,041",19.7%,207,140,205,68.3%,"6,725",314,4.7%,"15,827","283,888,899","$17,937","4,763.7",241,"4,029","12,244",33%,"3,162","8,458",867,"3,786",22.9%,2,---,4,---,4,---,1,---,1,---,1,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 187 , Polk County ,"46,349",67,43.8,"34,906",75.3%,"5,630",12.1%,"4,797",10.3%,"1,016",2.2%,"2,641","1,285","1,356",5.7%,"5,409","2,636","2,773",11.7%,"17,114","7,418","9,696",36.9%,"12,326","6,292","6,034",26.6%,"8,859","4,809","4,050",19.1%,"22,440","23,909",48.4%,51.6%,6.1%,368,"6,512","$29,839","9,907", 530 ,25,4.7%,230,43.4%,51,9.6%,314,57.2%,71.4,2,4.6,1,2.2,35,75.5,68,146.7,2,4.3,23,49.6,0,---,627,1086.8,#REF!,#REF!,161,262.1,41,67.3,151,234.3,60,90.6,9,---,30,49.0,10,---,5,---,1,---,47,99.9,22,51.5,5,---,7,---,"9,939","43,592",22.8%,"3,527","9,770",36.1%,"6,412","33,822",19.0%,541,351,528,66.5%,"16,947","1,034",6.1%,"46,291","1,381,277,149","$29,839","1,057.3",549,"9,108","34,529",26%,"6,950","24,469","2,158","10,060",21.5%,14,---,13,---,13,---,7,---,6,---,13,---,13,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 188 , Potter County ,"121,375",31,133.5,"63,167",52.0%,"12,080",10.0%,"41,399",34.1%,"4,729",3.9%,"10,998","5,400","5,598",9.1%,"17,702","8,767","8,935",14.6%,"54,224","25,528","28,696",44.7%,"25,311","12,569","12,742",20.9%,"13,140","7,789","5,351",10.8%,"60,053","61,322",49.5%,50.5%,4.2%,960,"21,834","$27,635","34,901"," 2,251 ",153,6.8%,"1,016",45.1%,245,10.9%,"1,320",60.1%,88.2,4,3.4,7,5.8,521,429.2,883,727.5,8,6.6,119,98.0,8,6.9,"1,174",1041.6,#REF!,#REF!,272,237.3,78,67.1,244,225.3,79,73.5,24,38.8,89,82.7,55,51.2,14,---,8,---,64,54.1,29,24.6,5,---,16,---,"27,347","113,004",24.2%,"11,683","34,463",33.9%,"15,664","78,541",19.9%,"1,083","2,087","2,242",93.1%,"57,748","2,450",4.2%,"120,375","3,326,563,125","$27,635",909.2,"2,196","23,259","100,945",23%,"17,969","66,510","5,290","34,435",15.4%,34,30.2,19,---,22,20.7,5,---,12,---,16,---,14,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 189 , Presidio County ,"8,105",179,2.1,"1,120",13.8%,11,0.1%,"6,944",85.7%,30,0.4%,812,400,412,10.0%,"1,251",619,632,15.4%,"3,215","1,671","1,544",39.7%,"1,715",858,857,21.2%,"1,112",589,523,13.7%,"4,137","3,968",51.0%,49.0%,10.6%,121,"2,333","$16,345","2,777", 158 ,10,6.3%,59,37.3%,8,5.1%,56,34.8%,94.6,0,---,0,---,0,---,17,209.7,0,---,6,74.0,0,---,44,502.2,#REF!,#REF!,11,---,3,---,7,---,1,---,0,---,2,---,1,---,0,---,0,---,4,---,2,---,0,---,0,---,"2,038","7,604",26.8%,915,"2,408",38.0%,"1,123","5,196",21.6%,86,87,150,58.0%,"3,221",342,10.6%,"7,471","122,113,495","$16,345","3,855.5",161,"2,364","6,383",37%,"1,825","4,149",539,"2,234",24.1%,0,---,4,---,0,---,1,---,3,---,1,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 190 , Rains County ,"10,645",162,45.9,"9,646",90.6%,282,2.6%,599,5.6%,118,1.1%,521,253,268,4.9%,"1,254",608,646,11.8%,"3,638","1,749","1,889",34.2%,"3,281","1,648","1,633",30.8%,"1,951","1,030",921,18.3%,"5,288","5,357",49.7%,50.3%,4.9%,40,995,"$23,215","1,878", 116 ,10,8.6%,49,42.2%,11,9.5%,77,61.1%,66.3,0,---,0,---,5,47.0,8,75.2,0,---,4,37.6,1,9.4,113,799.3,#REF!,#REF!,30,215.2,4,---,37,243.7,16,---,1,---,6,---,1,---,0,---,0,---,6,---,1,---,0,---,1,---,"1,738","11,434",15.2%,567,"2,333",24.3%,"1,171","9,101",12.9%,187,61,106,57.5%,"5,128",249,4.9%,"10,965","254,552,475","$23,215",232.1,126,"2,835","9,237",31%,"2,273","6,860",562,"2,377",23.6%,5,---,2,---,4,---,0,---,2,---,0,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 191 , Randall County ,"111,427",34,121.9,"92,801",83.3%,"1,999",1.8%,"14,333",12.9%,"2,294",2.1%,"6,296","3,083","3,213",5.7%,"15,088","7,297","7,791",13.5%,"47,825","24,027","23,798",42.9%,"28,689","14,647","14,042",25.7%,"13,529","7,684","5,845",12.1%,"56,738","54,689",50.9%,49.1%,3.3%,42,"1,579","$32,580","9,404"," 1,512 ",56,3.7%,435,28.8%,133,8.8%,"1,081",68.3%,62.9,3,2.7,3,2.7,109,97.8,246,220.8,6,5.4,161,144.5,0,---,825,786.9,#REF!,#REF!,165,162.6,47,46.6,187,168.9,40,36.5,20,---,86,82.0,27,24.0,10,---,7,---,41,38.4,22,19.3,3,---,18,---,"10,072","109,478",9.2%,"3,027","26,788",11.3%,"7,045","82,690",8.5%,726,203,"1,448",14.0%,"66,934","2,210",3.3%,"110,988","3,615,989,040","$32,580",914.4,"1,583","22,576","100,520",22%,"17,797","72,453","4,779","28,067",17.0%,26,26.2,9,---,15,---,10,---,16,---,13,---,10,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 192 , Reagan County ,"3,041",228,2.6,"1,331",43.8%,89,2.9%,"1,602",52.7%,19,0.6%,235,113,122,7.7%,441,223,218,14.5%,"1,267",611,656,41.7%,712,341,371,23.4%,386,208,178,12.7%,"1,496","1,545",49.2%,50.8%,2.5%,4,153,"$27,635",468, 39 ,3,7.7%,12,30.8%,2,5.1%,20,34.5%,63.8,0,---,0,---,1,32.9,8,263.1,0,---,0,---,0,---,26,889.3,#REF!,#REF!,5,---,4,---,5,---,2,---,0,---,1,---,1,---,0,---,0,---,0,---,0,---,0,---,0,---,359,"2,967",12.1%,117,880,13.3%,242,"2,087",11.6%,97,12,40,30.0%,"2,289",57,2.5%,"2,945","81,385,075","$27,635","1,175.3",58,902,"2,718",33%,679,"1,834",223,884,25.2%,0,---,2,---,0,---,0,---,1,---,0,---,2,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 193 , Real County ,"3,295",223,4.7,"2,478",75.2%,7,0.2%,786,23.9%,24,0.7%,162,76,86,4.9%,356,175,181,10.8%,"1,047",522,525,31.8%,903,460,443,27.4%,827,423,404,25.1%,"1,656","1,639",50.3%,49.7%,4.9%,18,612,"$23,166",936, 40 ,3,7.5%,15,37.5%,0,0.0%,23,65.7%,76.6,0,---,0,---,2,60.7,3,91.0,0,---,1,30.3,0,---,44,832.9,#REF!,#REF!,19,---,3,---,11,---,3,---,1,---,1,---,1,---,0,---,0,---,1,---,1,---,0,---,0,---,676,"2,965",22.8%,261,600,43.5%,415,"2,365",17.5%,32,36,36,100.0%,"1,347",66,4.9%,"2,931","67,899,546","$23,166",699.9,35,769,"2,331",33%,639,"1,731",130,600,21.7%,0,---,0,---,1,---,1,---,0,---,2,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 194 , Red River County ,"13,972",148,13.3,"10,473",75.0%,"2,569",18.4%,823,5.9%,107,0.8%,839,407,432,6.0%,"1,727",879,848,12.4%,"4,998","2,476","2,522",35.8%,"3,657","1,848","1,809",26.2%,"2,751","1,544","1,207",19.7%,"7,154","6,818",51.2%,48.8%,5.5%,107,"1,899","$22,752","3,218", 160 ,11,6.9%,77,48.1%,9,5.6%,103,64.0%,64.6,1,7.2,0,---,10,71.6,34,243.3,0,---,0,---,0,---,201,971.6,#REF!,#REF!,60,266.8,15,---,59,296.6,25,128.1,4,---,3,---,9,---,1,---,3,---,12,---,6,---,0,---,1,---,"2,759","13,014",21.2%,950,"2,896",32.8%,"1,809","10,118",17.9%,181,86,154,55.8%,"6,239",345,5.5%,"13,245","301,350,240","$22,752","1,050.2",161,"2,192","10,528",21%,"1,829","7,797",363,"2,731",13.3%,4,---,7,---,4,---,3,---,1,---,5,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 195 , Reeves County ,"11,606",158,4.4,"2,629",22.7%,219,1.9%,"8,678",74.8%,80,0.7%,937,459,478,8.1%,"1,646",826,820,14.2%,"4,763","2,078","2,685",41.0%,"2,681","1,242","1,439",23.1%,"1,579",846,733,13.6%,"5,451","6,155",47.0%,53.0%,6.2%,130,"2,558","$19,784","3,960", 190 ,16,8.4%,112,58.9%,17,8.9%,126,62.7%,91.4,3,25.8,0,---,5,43.1,26,224.0,0,---,0,---,1,8.6,104,878.0,#REF!,#REF!,25,214.4,2,---,24,192.6,5,---,0,---,12,---,2,---,1,---,0,---,5,---,3,---,0,---,0,---,"2,926","10,303",28.4%,"1,115","3,080",36.2%,"1,811","7,223",25.1%,218,141,170,82.9%,"4,130",255,6.2%,"11,120","219,998,080","$19,784","2,635.9",201,"2,325","8,546",27%,"1,833","5,836",492,"2,710",18.2%,2,---,5,---,2,---,1,---,3,---,5,---,3,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
