 CNTY , CONAME ,TOTPOP,POPRANK,POPSQMI,POPANGNO,POPANGPC,POPBLNO,POPBLPCT,POPHISNO,POPHISPC,POPOTHNO,POPOTHPC,POP04TOT,POP04F,POP04M,POP04PCT,POP514TO,POP514F,POP514M,POP514PC,POP1544T,POP1544F,POP1544M,POP1544PC,POP4564T,POP4564F,POP4564M,POP4564PC,POP65T,POP65F,POP65M,POP65PC,POPTFNO,POPTMNO,POPTFMPC,POPTMPC, UNEMPRT , TANFRECP ,FSPARTIC, PCPI , MCELIG , LIVEBIR ,ADBIRNO, ADBIRPCT ,UNWEDNO, UNWEDPCT , LBWNO , LBWPCT ,PRNTNO, PREPCT ,FERTILRT,TBNO,TBRATE,SYPHNO, SYPHRATE ,GONNO, GONRATE ,CHLAMNO,CHLAMRTE,PERTNO, PERTRATE ,VARICNO, VARICRTE ,AIDSNO, AIDSRATE , ALLDEANO ,ALLDEART,CDDEANO,CDDEART,HRTDEANO,HRTDEART,STRDEANO,STRDEART,CANDEANO, CANDEART ,LNGCANDN, LNGCANDR ,BRCANDN, BRCANDR ,COPDDN, COPDDR ,DIADEANO, DIADEART ,INFDEANO, INFDEART ,FTLDEANO,FTLDEART,ACCDEANO, ACCDEART ,MVDEANO, MVDEART ,HMIDEANO, HMIDEART ,SUIDEANO, SUIDEART , POVTOT ,PopUniv_Tot, POVPCT , POV017NO , PopUniv_LT18 , POV017PC , POVGT17N , PopUniv_18+ , POVGT17P , CHIP , Medbirth , Totbirth , MedbirthP , LaborForce , #UnEmp , UnEmp% ,PercapPop,PersInc, PercapInc ,AREA2,PreNatal,NOHILT65,NOHILT65POP,NOHILT65%,NOHI1864,NOHI1864POP,NOHILT18,NOHILT18POP,NOHILT18%,Alzheimer's,ALZDEART, FLUDEANO , FLUDEART , CLNDEANO , CLNDEART , PRSTDEANO , PRSTDEART , NEPHDEANO , NEPHDEART , LVRDEANO , LVVRDEART , SEPTDEANO , SEPTDEART ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,YEAR of DATA,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,SFY2009,SFY2009,2009,SFY2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,SFY2009,FY2009,FY2009,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 10 , Bandera County ,"20,729",116,26.2,"17,705",85.4%,70,0.3%,"2,789",13.5%,165,0.8%,"1,001",491,510,4.8%,"2,231","1,114","1,117",10.8%,"6,659","3,309","3,350",32.1%,"7,148","3,698","3,450",34.5%,"3,690","1,843","1,847",17.8%,"10,455","10,274",50.4%,49.6%,6.5%,44,"1,602","$35,729","2,696", 164 ,5,3.0%,56,34.1%,15,9.1%,89,61.0%,49.6,0,---,0,---,3,14.5,24,115.8,0,---,0,---,0,---,173,735.9,#REF!,#REF!,31,125.2,10,---,47,179.9,18,---,4,---,15,---,6,---,2,---,2,---,13,---,9,---,0,---,2,---,"2,899","20,363",14.2%,919,"3,996",23.0%,"1,980","16,367",12.1%,294,0,150,0.0%,"9,872",644,6.5%,"20,560","734,588,240","$35,729",791.7,146,"4,259","16,252",26%,"3,505","12,172",754,"4,080",18.5%,1,---,2,---,4,---,0,---,5,---,6,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 11 , Bastrop County ,"74,912",49,84.3,"45,285",60.5%,"5,768",7.7%,"23,141",30.9%,718,1.0%,"5,158","2,530","2,628",6.9%,"10,561","5,084","5,477",14.1%,"31,092","14,605","16,487",41.5%,"20,760","9,964","10,796",27.7%,"7,341","3,983","3,358",9.8%,"36,166","38,746",48.3%,51.7%,7.8%,13,"8,418","$27,083","13,812", 914 ,47,5.1%,426,46.6%,75,8.2%,558,62.4%,62.6,0,---,1,1.3,44,58.7,188,251.0,21,28.0,16,21.4,3,3.8,558,899.4,#REF!,#REF!,130,215.9,30,49.0,133,196.4,35,53.9,6,---,35,60.7,13,---,7,---,6,---,42,63.1,14,---,3,---,18,---,"10,611","72,610",14.6%,"4,159","19,098",21.8%,"6,452","53,512",12.1%,"1,306",0,973,0.0%,"34,623","2,717",7.8%,"74,876","2,027,866,708","$27,083",888.4,894,"17,496","65,131",27%,"13,990","45,916","3,506","19,215",18.2%,19,---,7,---,11,---,5,---,11,---,5,---,6,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 12 , Baylor County ,"3,950",213,4.5,"3,349",84.8%,149,3.8%,411,10.4%,41,1.0%,229,107,122,5.8%,388,185,203,9.8%,"1,250",637,613,31.6%,"1,110",571,539,28.1%,973,544,429,24.6%,"2,044","1,906",51.7%,48.3%,5.8%,17,481,"$32,494",896, 44 ,3,6.8%,19,43.2%,2,4.5%,34,77.3%,69.1,0,---,0,---,4,101.3,4,101.3,0,---,0,---,0,---,54,820.9,#REF!,#REF!,9,---,1,---,18,---,5,---,0,---,5,---,0,---,1,---,0,---,3,---,3,---,0,---,4,---,683,"3,611",18.9%,250,827,30.2%,433,"2,784",15.6%,65,0,47,0.0%,"1,967",114,5.8%,"3,677","119,480,438","$32,494",870.8,44,771,"2,772",28%,607,"1,950",164,822,20.0%,4,---,2,---,1,---,1,---,1,---,1,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 13 , Bee County ,"33,196",90,37.7,"10,760",32.4%,"3,006",9.1%,"19,171",57.8%,259,0.8%,"2,060","1,010","1,050",6.2%,"3,861","1,892","1,969",11.6%,"16,959","5,215","11,744",51.1%,"6,622","3,402","3,220",19.9%,"3,694","2,074","1,620",11.1%,"13,593","19,603",40.9%,59.1%,9.3%,142,"4,385","$23,397","7,437", 344 ,29,8.4%,208,60.5%,28,8.1%,185,64.9%,66.0,4,15.0,0,---,28,84.3,152,457.9,0,---,4,12.0,0,---,211,712.7,#REF!,#REF!,57,192.7,8,---,40,133.3,5,---,5,---,17,---,4,---,3,---,2,---,7,---,5,---,0,---,1,---,"6,971","24,338",28.6%,"2,170","6,730",32.2%,"4,801","17,608",27.3%,564,0,356,0.0%,"11,900","1,104",9.3%,"32,487","760,098,339","$23,397",880.1,285,"7,982","27,977",29%,"7,047","21,247",935,"6,730",13.9%,10,---,9,---,2,---,5,---,6,---,7,---,6,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 14 , Bell County ,"284,408",17,268.4,"140,431",49.4%,"66,629",23.4%,"61,383",21.6%,"15,965",5.6%,"26,486","12,965","13,521",9.3%,"41,318","20,174","21,144",14.5%,"134,505","64,617","69,888",47.3%,"58,151","29,863","28,288",20.4%,"23,948","13,690","10,258",8.4%,"141,309","143,099",49.7%,50.3%,6.7%,151,"29,487","$39,839","49,380"," 5,975 ",189,3.2%,"2,026",33.9%,541,9.1%,"3,967",71.7%,92.5,6,2.1,8,2.8,"1,172",412.1,"3,420",1202.5,31,10.9,63,22.2,9,3.1,"1,791",827.7,#REF!,#REF!,418,200.3,73,34.4,400,189.9,122,59.5,30,25.8,103,52.3,48,21.9,51,8.5,45,7.5,92,35.6,34,12.0,19,---,31,11.1,"42,158","275,636",15.3%,"17,337","83,634",20.7%,"24,821","192,002",12.9%,"2,975",0,"6,218",0.0%,"126,404","8,480",6.7%,"285,787","11,385,468,293","$39,839","1,059.7","5,535","49,852","251,878",20%,"39,651","168,216","10,201","83,662",12.2%,64,31.9,33,15.2,36,16.0,15,---,31,14.5,19,---,25,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 15 , Bexar County ,"1,649,956",4,"1,323.4","497,471",30.2%,"129,745",7.9%,"968,546",58.7%,"54,194",3.3%,"131,157","64,318","66,839",7.9%,"235,828","115,418","120,410",14.3%,"728,715","361,172","367,543",44.2%,"380,092","198,125","181,967",23.0%,"174,164","101,068","73,096",10.6%,"840,101","809,855",50.9%,49.1%,6.8%,"4,930","211,300","$36,465","347,607"," 27,064 ","1,370",5.1%,"12,141",44.9%,"2,541",9.4%,"15,972",70.0%,74.9,93,5.8,213,12.9,"3,401",206.1,"10,440",632.7,42,2.5,237,14.4,200,12.4,"10,893",729.9,#REF!,#REF!,"2,465",166.9,610,41.4,"2,299",155.8,527,36.3,178,21.0,538,37.5,354,24.2,153,5.7,145,5.3,680,43.7,195,12.0,123,7.2,197,12.0,"285,469","1,615,279",17.7%,"114,392","455,713",25.1%,"171,077","1,159,566",14.8%,"33,179",0,"26,971",0.0%,"765,017","52,047",6.8%,"1,651,448","60,220,051,320","$36,465","1,246.8","22,809","342,381","1,448,612",24%,"282,839","992,974","59,542","455,638",13.1%,255,17.7,215,14.4,225,15.0,100,17.7,309,21.2,254,16.3,258,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 16 , Blanco County ,"9,478",171,13.3,"7,829",82.6%,59,0.6%,"1,545",16.3%,45,0.5%,539,260,279,5.7%,"1,095",526,569,11.6%,"3,106","1,527","1,579",32.8%,"3,151","1,573","1,578",33.2%,"1,587",826,761,16.7%,"4,712","4,766",49.7%,50.3%,5.1%,0,626,"$44,063","1,171", 89 ,2,2.2%,23,25.8%,7,7.9%,49,60.5%,58.3,0,---,0,---,1,10.6,16,168.8,6,63.3,1,10.6,1,9.9,110,930.7,#REF!,#REF!,22,174.0,8,---,24,185.3,5,---,2,---,4,---,3,---,2,---,2,---,5,---,1,---,0,---,3,---,"1,105","9,054",12.2%,440,"2,198",20.0%,665,"6,856",9.7%,120,0,86,0.0%,"5,093",262,5.1%,"9,198","405,291,474","$44,063",711.2,81,"2,161","8,102",27%,"1,711","5,896",450,"2,206",20.4%,3,---,3,---,2,---,3,---,3,---,1,---,3,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 17 , Borden County ,705,251,0.8,598,84.8%,2,0.3%,103,14.6%,2,0.3%,34,15,19,4.8%,50,26,24,7.1%,237,123,114,33.6%,204,92,112,28.9%,180,86,94,25.5%,342,363,48.5%,51.5%,5.7%,0,28,"$41,808",42, 10 ,0,0.0%,2,20.0%,3,30.0%,5,50.0%,81.3,0,---,0,---,0,---,0,---,0,---,0,---,0,---,6,---,#REF!,#REF!,3,---,0,---,3,---,1,---,0,---,0,---,0,---,0,---,0,---,0,---,0,---,0,---,0,---,67,594,11.3%,18,120,15.0%,49,474,10.3%,6,0,6,0.0%,421,24,5.7%,595,"24,875,760","$41,808",898.8,10,117,476,25%,93,355,24,121,19.8%,0,---,0,---,0,---,0,---,0,---,0,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 18 , Bosque County ,"18,423",126,18.6,"14,911",80.9%,373,2.0%,"3,028",16.4%,111,0.6%,"1,132",558,574,6.1%,"2,171","1,023","1,148",11.8%,"6,157","3,021","3,136",33.4%,"5,143","2,585","2,558",27.9%,"3,820","2,043","1,777",20.7%,"9,230","9,193",50.1%,49.9%,7.9%,9,"1,843","$31,947","3,372", 189 ,5,2.6%,73,38.6%,14,7.4%,95,51.9%,62.6,0,---,0,---,5,27.1,32,173.7,1,5.4,3,16.3,0,---,235,837.7,#REF!,#REF!,42,136.6,20,---,56,193.1,15,---,1,---,16,---,5,---,0,---,0,---,18,---,6,---,1,---,6,---,"2,499","17,222",14.5%,902,"4,005",22.5%,"1,597","13,217",12.1%,288,0,186,0.0%,"8,631",680,7.9%,"17,631","563,257,557","$31,947",989.2,183,"3,736","13,853",27%,"2,985","9,864",751,"3,989",18.8%,11,---,8,---,3,---,3,---,3,---,3,---,2,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 19 , Bowie County ,"94,160",40,106.0,"62,565",66.4%,"24,084",25.6%,"6,163",6.5%,"1,348",1.4%,"5,992","2,933","3,059",6.4%,"11,374","5,625","5,749",12.1%,"38,114","17,141","20,973",40.5%,"25,226","12,147","13,079",26.8%,"13,454","7,764","5,690",14.3%,"45,610","48,550",48.4%,51.6%,6.7%,336,"12,782","$33,886","19,502"," 1,154 ",54,4.7%,583,50.5%,112,9.7%,571,53.7%,67.3,0,---,53,56.3,188,199.7,402,426.9,7,7.4,19,20.2,7,7.8,919,827.6,#REF!,#REF!,242,211.9,76,68.8,182,164.6,62,56.6,16,---,50,44.1,27,25.1,4,---,6,---,38,36.0,12,---,13,---,18,---,"17,301","87,185",19.8%,"6,273","22,660",27.7%,"11,028","64,525",17.1%,964,0,"1,172",0.0%,"44,155","2,958",6.7%,"93,964","3,184,064,104","$33,886",887.9,"1,063","18,914","78,463",24%,"15,746","55,959","3,168","22,504",14.1%,43,37.5,19,---,11,---,9,---,20,18.8,13,---,13,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 20 , Brazoria County ,"308,890",15,222.8,"180,419",58.4%,"28,430",9.2%,"88,477",28.6%,"11,564",3.7%,"22,602","11,081","11,521",7.3%,"45,248","22,148","23,100",14.6%,"129,870","60,178","69,692",42.0%,"82,542","39,641","42,901",26.7%,"28,628","15,559","13,069",9.3%,"148,607","160,283",48.1%,51.9%,8.1%,412,"22,697","$37,523","37,604"," 5,027 ",148,2.9%,"1,660",33.0%,423,8.4%,"2,897",61.7%,83.5,17,5.6,7,2.3,138,44.7,749,242.5,0,---,6,1.9,11,3.6,"1,889",804.3,#REF!,#REF!,472,210.2,106,48.0,420,169.6,128,53.2,38,26.4,109,47.9,41,17.5,19,---,15,---,123,42.7,56,18.3,8,---,38,12.1,"29,764","297,950",10.0%,"11,796","84,909",13.9%,"17,968","213,041",8.4%,"4,452",0,"4,982",0.0%,"146,196","11,870",8.1%,"309,208","11,602,411,784","$37,523","1,386.4","4,694","61,108","274,669",22%,"48,869","188,915","12,239","85,754",14.3%,84,44.4,30,12.0,26,10.4,21,24.4,30,14.2,30,9.0,39,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 21 , Brazos County ,"180,051",23,307.4,"109,844",61.0%,"20,379",11.3%,"40,496",22.5%,"9,332",5.2%,"11,885","5,832","6,053",6.6%,"20,438","9,971","10,467",11.4%,"103,565","48,814","54,751",57.5%,"31,500","15,982","15,518",17.5%,"12,663","7,216","5,447",7.0%,"87,815","92,236",48.8%,51.2%,5.4%,110,"15,388","$29,151","26,690"," 2,661 ",91,3.4%,963,36.2%,195,7.3%,"1,280",63.1%,54.5,7,4.1,4,2.2,341,189.4,860,477.6,24,13.3,47,26.1,6,3.5,863,776.5,#REF!,#REF!,204,191.5,56,52.0,189,169.2,59,55.3,13,---,35,34.4,30,27.2,12,---,22,8.2,56,41.1,27,17.5,3,---,17,---,"49,761","166,991",29.8%,"9,226","38,922",23.7%,"40,535","128,069",31.7%,"1,904",0,"2,609",0.0%,"96,669","5,251",5.4%,"179,992","5,246,946,792","$29,151",585.8,"2,028","34,867","160,216",22%,"28,758","120,890","6,109","39,326",15.5%,28,27.8,19,---,20,17.3,11,---,10,---,15,---,13,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 22 , Brewster County ,"9,416",173,1.5,"4,694",49.9%,110,1.2%,"4,492",47.7%,120,1.3%,621,303,318,6.6%,985,479,506,10.5%,"3,942","1,937","2,005",41.9%,"2,404","1,216","1,188",25.5%,"1,464",772,692,15.5%,"4,707","4,709",50.0%,50.0%,4.9%,20,765,"$33,485","1,510", 115 ,3,2.6%,38,33.0%,8,7.0%,67,59.3%,59.4,0,---,0,---,1,10.6,40,424.8,0,---,1,10.6,0,---,62,551.1,#REF!,#REF!,13,---,1,---,19,---,1,---,0,---,2,---,1,---,0,---,0,---,2,---,0,---,0,---,2,---,"1,545","8,918",17.3%,392,"1,798",21.8%,"1,153","7,120",16.2%,101,0,112,0.0%,"5,295",261,4.9%,"9,481","317,471,285","$33,485","6,192.6",113,"2,443","7,924",31%,"2,085","6,121",358,"1,803",19.9%,2,---,2,---,1,---,2,---,3,---,0,---,2,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 23 , Briscoe County ,"1,628",241,1.8,"1,160",71.3%,32,2.0%,431,26.5%,5,0.3%,108,52,56,6.6%,206,106,100,12.7%,546,277,269,33.5%,407,194,213,25.0%,361,201,160,22.2%,830,798,51.0%,49.0%,5.6%,2,137,"$34,048",259, 24 ,2,8.3%,14,58.3%,5,20.8%,10,41.7%,86.6,0,---,0,---,0,---,0,---,0,---,0,---,0,---,15,---,#REF!,#REF!,6,---,2,---,3,---,0,---,1,---,2,---,0,---,0,---,0,---,0,---,0,---,0,---,0,---,217,"1,428",15.2%,84,338,24.9%,133,"1,090",12.2%,15,0,17,0.0%,718,40,5.6%,"1,428","48,620,544","$34,048",900.3,24,386,"1,087",36%,295,754,91,333,27.3%,0,---,0,---,0,---,0,---,0,---,0,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 24 , Brooks County ,"7,721",182,8.2,581,7.5%,4,0.1%,"7,118",92.2%,18,0.2%,690,336,354,8.9%,"1,175",579,596,15.2%,"2,896","1,437","1,459",37.5%,"1,808",905,903,23.4%,"1,152",665,487,14.9%,"3,922","3,799",50.8%,49.2%,9.5%,83,"2,576","$25,985","3,412", 155 ,15,9.7%,108,69.7%,16,10.3%,49,33.6%,107.9,0,---,0,---,6,77.7,48,621.7,0,---,1,13.0,1,12.7,73,843.5,#REF!,#REF!,29,326.5,2,---,15,---,2,---,2,---,1,---,1,---,0,---,2,---,4,---,1,---,0,---,0,---,"2,417","7,317",33.0%,"1,026","2,194",46.8%,"1,391","5,123",27.2%,169,0,138,0.0%,"3,362",319,9.5%,"7,377","191,691,345","$25,985",943.3,146,"1,667","6,095",27%,"1,345","3,941",322,"2,154",14.9%,1,---,0,---,2,---,0,---,6,---,1,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 25 , Brown County ,"38,726",77,41.0,"29,084",75.1%,"1,682",4.3%,"7,608",19.6%,352,0.9%,"2,617","1,283","1,334",6.8%,"4,896","2,377","2,519",12.6%,"14,604","6,971","7,633",37.7%,"9,787","4,974","4,813",25.3%,"6,822","3,821","3,001",17.6%,"19,426","19,300",50.2%,49.8%,6.9%,151,"5,027","$30,218","8,711", 484 ,29,6.0%,221,45.7%,51,10.5%,332,68.7%,69.4,1,2.5,0,---,44,113.6,149,384.8,3,7.7,25,64.6,2,5.1,437,882.1,#REF!,#REF!,103,205.6,44,85.1,102,200.8,20,---,4,---,30,56.3,11,---,4,---,3,---,18,---,9,---,1,---,4,---,"6,466","36,158",17.9%,"2,356","8,732",27.0%,"4,110","27,426",15.0%,478,0,479,0.0%,"19,287","1,333",6.9%,"38,088","1,150,943,184","$30,218",943.9,483,"8,049","30,882",26%,"6,632","22,005","1,417","8,877",16.0%,9,---,8,---,9,---,6,---,9,---,6,---,3,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 26 , Burleson County ,"18,167",129,27.3,"12,164",67.0%,"2,743",15.1%,"3,178",17.5%,82,0.5%,"1,269",619,650,7.0%,"2,238","1,078","1,160",12.3%,"6,517","3,233","3,284",35.9%,"5,082","2,605","2,477",28.0%,"3,061","1,677","1,384",16.8%,"9,212","8,955",50.7%,49.3%,6.8%,11,"1,830","$33,257","3,281", 199 ,9,4.5%,78,39.2%,10,5.0%,90,62.1%,61.6,1,5.4,0,---,26,143.1,45,247.7,2,11.0,2,11.0,2,10.8,196,887.8,#REF!,#REF!,58,254.6,15,---,44,197.2,12,---,3,---,7,---,9,---,0,---,0,---,17,---,13,---,1,---,0,---,"2,559","16,438",15.6%,871,"3,878",22.5%,"1,688","12,560",13.4%,248,0,205,0.0%,"8,387",569,6.8%,"16,570","551,068,490","$33,257",665.5,145,"3,320","13,392",25%,"2,703","9,549",617,"3,843",16.1%,4,---,3,---,3,---,1,---,3,---,1,---,2,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 27 , Burnet County ,"44,081",70,44.3,"35,453",80.4%,536,1.2%,"7,780",17.6%,312,0.7%,"2,587","1,265","1,322",5.9%,"4,999","2,440","2,559",11.3%,"14,859","7,533","7,326",33.7%,"13,301","6,610","6,691",30.2%,"8,335","4,462","3,873",18.9%,"22,310","21,771",50.6%,49.4%,6.1%,3,"3,244","$37,098","6,617", 494 ,24,4.9%,204,41.3%,32,6.5%,271,55.9%,65.6,4,8.8,0,---,17,38.6,88,199.6,69,156.5,3,6.8,0,---,404,725.8,#REF!,#REF!,92,166.5,24,43.5,86,134.2,28,44.1,7,---,20,---,7,---,0,---,3,---,33,68.8,13,---,0,---,6,---,"5,730","44,026",13.0%,"2,114","9,568",22.1%,"3,616","34,458",10.5%,852,0,490,0.0%,"22,288","1,354",6.1%,"45,149","1,674,937,602","$37,098",996.0,485,"9,613","33,472",29%,"7,595","23,880","2,018","9,592",21.0%,11,---,7,---,6,---,2,---,7,---,8,---,4,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 28 , Caldwell County ,"37,253",80,68.3,"17,011",45.7%,"3,163",8.5%,"16,804",45.1%,275,0.7%,"2,753","1,352","1,401",7.4%,"5,214","2,502","2,712",14.0%,"16,094","7,806","8,288",43.2%,"8,912","4,318","4,594",23.9%,"4,280","2,418","1,862",11.5%,"18,396","18,857",49.4%,50.6%,8.3%,53,"5,214","$25,328","9,460", 494 ,40,8.1%,229,46.4%,37,7.5%,276,56.8%,63.3,1,2.7,0,---,38,102.0,150,402.7,11,29.5,1,2.7,0,---,302,814.4,#REF!,#REF!,70,192.2,14,---,50,134.3,16,---,2,---,18,---,7,---,2,---,3,---,25,64.7,12,---,2,---,3,---,"5,960","35,524",16.8%,"2,358","9,670",24.4%,"3,602","25,854",13.9%,812,0,499,0.0%,"15,828","1,314",8.3%,"37,810","957,651,680","$25,328",545.7,486,"8,692","32,345",27%,"7,092","22,561","1,600","9,784",16.4%,11,---,7,---,6,---,3,---,7,---,5,---,6,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 29 , Calhoun County ,"20,845",115,40.7,"9,975",47.9%,551,2.6%,"9,387",45.0%,932,4.5%,"1,559",755,804,7.5%,"3,007","1,426","1,581",14.4%,"7,925","3,886","4,039",38.0%,"5,284","2,574","2,710",25.3%,"3,070","1,613","1,457",14.7%,"10,254","10,591",49.2%,50.8%,8.6%,51,"2,797","$31,479","4,492", 295 ,15,5.1%,149,50.5%,26,8.8%,157,54.7%,75.9,1,4.3,0,---,5,24.0,43,206.3,0,---,0,---,0,---,198,874.3,#REF!,#REF!,44,191.1,12,---,36,154.2,12,---,2,---,9,---,10,---,3,---,0,---,11,---,4,---,1,---,1,---,"3,250","20,296",16.0%,"1,371","5,560",24.7%,"1,879","14,736",12.8%,370,0,303,0.0%,"9,462",810,8.6%,"20,573","647,617,467","$31,479",512.3,287,"4,757","17,276",28%,"3,715","11,692","1,042","5,584",18.7%,12,---,3,---,1,---,3,---,4,---,7,---,3,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
